Tweets,Hashtags,Retweets,word_count,Compound Score,Sentiment
Ready. https://t.co/RYbnSpEsKB,[],6041,2,0.3612,Positive
I need you in my corner tonight. Can you chip in before I take the debate stage and help power this campaign throug… https://t.co/ygvk2k0mA0,[],2209,24,0.4019,Positive
"Folks, the final debate is here. Tune in at 9 PM ET as I go head-to-head with Donald Trump for the last time before Election Day.",[],7706,26,0.0,Neutral
"Donald Trump sees the world from Park Avenue.

I see it from where I came from: Scranton, Pennsylvania. 

It's why… https://t.co/DwdINyXwBR",[],8541,21,0.0,Neutral
I’m running as a proud Democrat. But I will be an American president.,[],22744,13,0.2617,Positive
I’m always talking about my plans to build back better for all Americans. But what does that really mean for you an… https://t.co/GsKkKbiGxU,[],3529,23,0.2382,Positive
"On this International Stuttering Awareness Day, I want everyone to remember that the barriers you face don't define… https://t.co/Wuaui7zHo2",[],16635,19,-0.25,Negative
"Folks, it's go-time. This is the most important election of our lifetimes — and you can make all the difference.

V… https://t.co/V7kpqoj6CA",[],3890,22,0.2716,Positive
"Vote like your health care is on the ballot — because it is.

https://t.co/eoxT07uII9 https://t.co/93UPvti02N",[],10735,15,0.6908,Positive
Thank you to each and every person who has gotten involved in our campaign so far. Whether you chipped in a few dol… https://t.co/L7JNRnsXLq,[],2152,24,0.3612,Positive
"I’ve spent my entire career fighting for the middle class and standing up to the abuse of power.

Donald Trump has… https://t.co/YTkzYUpTn8",[],16717,22,-0.7717,Negative
"Indiana — today is the last day to request your absentee-by-mail ballot. 

You need a valid excuse to vote absentee… https://t.co/luwXKRtJns",[],2626,21,0.0772,Positive
"Folks, you heard @BarackObama: Make a plan, vote early, and make sure your friends and family do as well.… https://t.co/qQLAaNNtXJ",[],12713,20,0.6597,Positive
"“If we pour all our efforts into these 13 days, if we vote up and down the ticket like never before, then we will n… https://t.co/96D6utLa4p",[],12414,26,0.3612,Positive
"RT @KamalaHarris: Why​ would an incumbent president who has been in office ​for four years​ try to discourage people from voting?

It’s bec…",[],28862,23,-0.4215,Negative
"America was an idea. We've never lived up to it but we've never walked away from it before.

https://t.co/VRCnKI0rfQ https://t.co/xLuhhGyJVp",[],6897,20,0.0,Neutral
"Folks, if you plan to vote by mail and haven’t requested your ballot yet, it’s important that you do so as soon as… https://t.co/LlS8JP7Nj4",[],3576,24,0.2023,Positive
"Vote early.

Vote by mail.

Vote on Election Day.

Just make sure you vote. https://t.co/eoxT07d7QB",[],6458,15,0.3182,Positive
"President Trump didn't take the necessary precautions to protect himself and others.

How can we trust him to protect the country?",[],26641,21,0.8176,Positive
I couldn’t be more excited to have my friend @BarackObama hitting the campaign trail. Tune in for his first drive-i… https://t.co/95UA8qjUvt,[],5337,21,0.7089,Positive
It’s time we replace Secretary Betsy DeVos with an actual public school educator — one who values our public school… https://t.co/cy02pEyzXl,[],21236,21,0.4019,Positive
Tune in as @BarackObama sits down with community leaders in Philadelphia to talk about what’s at stake in this elec… https://t.co/v4tEMWGHDw,[],5176,21,0.0,Neutral
"Hay muchos asuntos que son complicados, pero algunas cosas son visiblemente claras. Las familias deben permanecer u… https://t.co/udd4YrkBG9",[],1549,18,0.0,Neutral
"There are many issues that are complicated, but some things are just black and white. Families belong together. https://t.co/TgIkhAMAtZ",[],3577,19,0.0,Neutral
Cada día parece que descubrimos nuevos horrores cometidos por el presidente Trump y su administración. https://t.co/eefL58X7R8,[],5472,16,0.0,Neutral
Every day it seems we uncover new horrors perpetrated by President Trump and his administration. https://t.co/eefL58X7R8,[],18373,16,-0.5719,Negative
The Build Back Better Express Tour was about more than my love for trains — it was about meeting folks along the wa… https://t.co/jead3vn38u,[],4925,24,0.8107,Positive
"Justice is on the ballot.

https://t.co/eoxT07uII9 https://t.co/0dg9Cg1f2i",[],5385,7,0.5267,Positive
"West Virginia — in-person early voting is now open across the state. 

Make a plan to vote at https://t.co/3lR0146LYv.",[],3340,19,0.0,Neutral
"Missouri — today is the last day to request a mail-in ballot.

Head to https://t.co/lDI7PzhWha and request yours today.",[],3358,19,0.0,Neutral
It’s time we see each other as fellow Americans who live in — and love — the United States of America. https://t.co/xawem14X61,[],26854,22,0.7906,Positive
"I’ve always believed we’re at our best when we’re one America. If we come together, there’s not a single thing we cannot overcome.",[],15926,23,0.6369,Positive
"If I’m elected president, I won’t waste a minute getting this virus under control. Here’s how I’ll do it: https://t.co/NoPsQ0FDV8",[],12759,20,-0.4215,Negative
"Whether it’s your first time voting or you’re an old pro, voting is better with friends and family. So message a fe… https://t.co/T69jxHbVF9",[],3495,23,0.7184,Positive
"Listening to scientists is not a bad thing.

I can’t believe that has to be said.",[],64641,16,0.431,Positive
"America is a nation that values immigrants. It is and has always been one of our greatest strengths.

We need a pre… https://t.co/k1qn4sRG3M",[],5181,23,0.8625,Positive
RT @KamalaHarris: My birthday wish this year? For everyone to go vote: https://t.co/MykJL0X5gt.,[],19182,13,0.4019,Positive
"A few weeks ago, I spoke to Mr. Rogers’ wife Joanne when I was in her neighborhood in Pittsburgh. It was a great co… https://t.co/tN6YnHIKFg",[],9857,25,0.6249,Positive
"Tonight, the Avengers are assembling with real-life superhero @KamalaHarris for a grassroots fundraiser.

Time is r… https://t.co/qRbhbhGa05",[],3493,17,0.0,Neutral
"RT @TeamJoe: When @katieporteroc breaks out her whiteboard, you know she means business.

Watch as she explains how a Biden-Harris administ…",[],3336,21,0.0,Neutral
"Two weeks from today, we’re going to beat President Trump.",[],60628,10,0.0,Neutral
"Mr. President, the people are tired. They’re tired of your lies about this virus. They’re tired of watching more Am… https://t.co/sRiLPl7pgC",[],5329,21,-0.8885,Negative
"Waving a white flag and saying, “it is what it is” is unacceptable when thousands are dying each week, when busines… https://t.co/sq1FRAO8w6",[],5896,22,-0.4588,Negative
"Yesterday, @realDonaldTrump decided to attack Dr. Fauci once again, calling him a ‘disaster’ and public health expe… https://t.co/YefpQ9aVzu",[],18810,18,-0.4767,Negative
"Happy Birthday, @KamalaHarris. Next year, let’s celebrate with some ice cream at the White House. https://t.co/SWhS32AaIE",[],24499,16,0.8126,Positive
"If you live in Hawaii, Utah, or Wisconsin, in-person early voting is now underway.

Millions of Americans across th… https://t.co/ZThA9uLqvq",[],3008,20,0.0,Neutral
"Maryland and New Mexico — if you plan to vote by mail, today is the last day to request your absentee ballot.

Head… https://t.co/14Xbtm0r04",[],3271,24,-0.2732,Negative
"The simple, sad truth is that this president is not in office to serve the American people. He’s in it to serve him… https://t.co/AqimMW330S",[],11885,24,-0.2023,Negative
Pennsylvania — there are just a few hours left to register to vote online. Don’t miss your chance to make your voic… https://t.co/sh4dJTTeUg,[],4393,23,0.1027,Positive
"For once, Donald Trump is correct: I will listen to scientists. https://t.co/jmxoDn1Ezp",[],33208,12,0.0,Neutral
I will be a president who pushes towards the future. Not one who clings to the past.,[],33095,17,0.0,Neutral
".@realDonaldTrump — if you had listened to the scientists, it wouldn't be this bad. https://t.co/0eNuV4pAMK",[],17928,15,-0.628,Negative
"Folks, the Avengers are coming back together for their biggest battle yet. Join them and @KamalaHarris tomorrow nig… https://t.co/5xjRpgpUAF",[],7369,19,-0.1027,Negative
"We are in a battle for the soul of this nation — and it’s a battle we can and must win.

Vote. https://t.co/eoxT07d7QB",[],6234,23,-0.1027,Negative
...yes https://t.co/LZyAQugqoW,[],53969,2,0.4019,Positive
"Early voting starts today in:

Alaska
Arkansas
Colorado
Florida (in most counties)
Idaho (in some counties)
North D… https://t.co/EKysHgo4vn",[],4955,19,0.0,Neutral
"This election is about so much more than policies. The soul of America is on the ballot. 

@KamalaHarris and I will… https://t.co/DVR95qQ5mc",[],6225,22,0.0,Neutral
It’s long past time we build an economy that rewards work — not wealth. https://t.co/rm9AK6rBxW,[],5817,15,0.121,Positive
"Together, we can put an end to the last four years of darkness, division, and chaos.

We can unite, mend our wounds… https://t.co/tqnBggchIT",[],9026,23,-0.6908,Negative
RT @KamalaHarris: We the people have the power: https://t.co/MykJL0X5gt. https://t.co/5kzLNoHoBO,[],9708,10,0.0,Neutral
15 days. Let’s finish strong.,[],42680,5,0.5106,Positive
...yes https://t.co/RzZ3j3zoAL,[],181189,2,0.4019,Positive
"You have the power to own the outcome of this election — but only if you vote.

Head to https://t.co/eoxT07uII9 and… https://t.co/1VLYpMa0fX",[],4620,22,0.0,Neutral
Wear a mask. Wash your hands. Vote out Donald Trump.,[],217452,10,0.0,Neutral
"I’ve had a rule my entire life: No matter what’s happening, no matter how important the meeting, I’ll always answer… https://t.co/mFjrG7jeIR",[],15134,21,0.166,Positive
"We are in a battle for the soul of the nation. 

The forces of darkness, the forces of division, the forces of yest… https://t.co/28Ri8sf6AV",[],20215,24,-0.5574,Negative
"RT @TheDemocrats: If you live in any of these states and you plan to vote by mail, your ballot must be requested by sometime this week. Fin…",[],2043,27,0.0,Neutral
I believe there is not a single thing we cannot accomplish as a country if we do it together. https://t.co/suxrTITkTm,[],8907,20,-0.3252,Negative
The truth is things in life are easier when you have a plan — and that includes voting. So my team set up a tool to… https://t.co/kMRzLPAm4O,[],3413,27,0.6249,Positive
"From tackling climate change to making community college free for all — I've got big plans for the country.

And I'… https://t.co/ILqzPOdjG6",[],15567,22,0.5106,Positive
"I’ve spent my entire career fighting for a more just, safe, and prosperous America — and I’m not finished yet. https://t.co/cS3LPT7afX",[],6113,21,0.5829,Positive
"COVID-19 cases are on the rise across the nation.

But instead of leading by example, Donald Trump continues to put… https://t.co/qLJdT2e1uK",[],12292,21,0.0,Neutral
"I’m in Durham, North Carolina, encouraging folks to make their plan to vote early. Tune in — and then head to… https://t.co/EF0GyybFsx",[],2762,22,0.5267,Positive
"Folks, if you live in Illinois, today is your last day to register to vote online. Don’t wait, head to… https://t.co/GKVQfIT9IS",[],4404,21,0.0,Neutral
Chip in to help us make Donald Trump a one-term president: https://t.co/JR9S8cVokb,[],2114,12,0.4019,Positive
Turns out Twitter isn’t so bad when you read tweets that aren’t from President Trump. https://t.co/ZKA2dwZQks,[],40607,16,-0.6696,Negative
"I often think about what it takes for a Black person to love America. That is a deep love for this country that, fo… https://t.co/SRMYLyfmvb",[],5276,25,0.8555,Positive
"A job is about a lot more than a paycheck.

It's about dignity. It's about respect. It's about being able to look y… https://t.co/Szog2ai1Oc",[],15886,24,0.7003,Positive
Every day we're reminded just how much is at stake in this election. We can't afford to have anyone sit on the side… https://t.co/JeXE2f0m6u,[],4911,24,0.0,Neutral
"In the middle of a pandemic, President Trump is trying to eliminate Obamacare and increase health care costs for mi… https://t.co/u0jHcfZsx1",[],14641,21,0.6705,Positive
"If we do our part, if we stand together, if we keep faith with the past and with each other — then the divisions of… https://t.co/RCopM8K5kH",[],10780,26,0.4215,Positive
Promise? https://t.co/Wbl86i8uYo,[],42777,2,0.3182,Positive
"This election is bigger than any one candidate. 

It's about the future of our economy, our health care, our climat… https://t.co/jAKGJ2mt0l",[],3773,21,0.4939,Positive
"As president, I’ll protect and build on Obamacare by:

- Giving Americans the choice to buy a new public option
- L… https://t.co/ujgavI0mVc",[],9905,23,0.6124,Positive
You deserve a president who will actually tell you the truth. https://t.co/I9XzZ0ADmT,[],10165,12,0.3182,Positive
"RT @KamalaHarris: My mother raised me to see what could be, unburdened by what has been. https://t.co/5sNj8MmjvZ",[],8027,17,0.0,Neutral
Nevada — early voting has officially started. Join the over 20 million people across the country who have already v… https://t.co/i4MoC5GF1i,[],3264,21,0.296,Positive
"Voting is your opportunity to be in the room where it happens.

Don't throw away your shot: https://t.co/eoxT07d7QB https://t.co/uU5mRDGsXE",[],18134,19,0.4215,Positive
"As the Hindu festival of Navratri begins, Jill and I send our best wishes to all those celebrating in the U.S. and… https://t.co/Ma1W5EqcnM",[],17953,23,0.9136,Positive
"We’ve got to come together to defeat Donald Trump –– Democrats, Independents, Republicans, and yes, even Demo-cats. https://t.co/LtsTWy7MmI",[],45383,18,-0.0772,Negative
"Folks, millions of you have already requested absentee ballots. It’s essential to return your ballots as soon as yo… https://t.co/Ktmzx8psWD",[],4946,20,-0.2732,Negative
Violence against transgender and gender non-conforming people — particularly Black and Brown transgender women — is… https://t.co/GSKJ6O3B1e,[],7357,17,-0.6249,Negative
Let’s be clear: The emergency aid should have never been denied in the first place. https://t.co/GZuhSNSY7y,[],16718,16,0.3412,Positive
"The election is underway across the country, and millions of Americans have already cast their ballots. I’m in Detr… https://t.co/kZh1mBPjCd",[],2300,20,0.0,Neutral
"Not only does President Trump refuse to grant Temporary Protected Status to Venezuelans, but he also apparently use… https://t.co/BaXNCIvUwg",[],5542,19,0.2732,Positive
"You have the power to prevent 2016 from happening again — but only if you vote.

https://t.co/eoxT07d7QB https://t.co/ujWChoXpYK",[],14816,18,0.0129,Neutral
We need a president who will expand access to health care — not one who does everything he can to tear it away.,[],20278,23,0.6705,Positive
RT @TeamJoe: Join our Campaign Manager @jomalleydillon as she gives grassroots supporters like you an update on the state of the race: http…,[],699,23,0.765,Positive
We can’t let President Trump tear down Obamacare — we have to protect and build on it. Tune in as I speak live from… https://t.co/hBkQVq9w5X,[],3125,25,0.3818,Positive
"I know times are tough, but I promise our best days still lie ahead. Together, we're going to overcome these crises… https://t.co/SvCJYiftvo",[],19016,22,0.8591,Positive
The cast of Hamilton knows we're engaged in a battle for this nation's very soul — and this election is too importa… https://t.co/Ozakcs3vKc,[],3869,23,0.0258,Neutral
".@JLo and @AROD –– Jill and I are deeply grateful to have your support.

Thank you for stepping up and speaking out… https://t.co/lrBSRoWbE2",[],7823,23,0.8173,Positive
Louisiana –– early voting begins today across the state. Head to https://t.co/2NyiL42it7 to find all the info you need to cast your ballot.,[],3537,23,0.0,Neutral
Nebraska — today is your last day to register to vote online and by mail. Head to https://t.co/K5rrtCjL7O to get re… https://t.co/y45ypaqCH2,[],3053,22,0.0,Neutral
"I just stepped off the stage at tonight’s town hall, where I laid out what’s at stake in this election.

Now, I nee… https://t.co/2wbzwKXrnw",[],3976,24,0.0,Neutral
"If I'm elected president, you won't hear me race-baiting, you won't hear me dividing — you'll hear me trying to uni… https://t.co/8b6G628uFn",[],10236,22,0.0,Neutral
"How will I ensure the rights of LGBTQ+ people are protected under U.S. law?

I’ll change the law.",[],27976,18,0.6705,Positive
We have to heal this nation. https://t.co/wD45ZGcKO2,[],8930,7,0.0,Neutral
"I'm running as a proud Democrat, but I'm going to be an American president. 

I'm going to take care of those who v… https://t.co/idzloKA0zF",[],23584,24,0.7469,Positive
"We're a diverse country — and unless we are able to treat people equally, we're just never going to meet our potential.",[],22846,22,0.4019,Positive
"Folks, I hope I’m making you proud during tonight’s town hall.

If you’re with us, please chip in to help power our… https://t.co/uiVZKulEXQ",[],4000,23,0.875,Positive
"Two of the things I've cared about throughout my whole career:

1. Improving the criminal justice system.
2. Puttin… https://t.co/009IhSNn3k",[],4803,20,0.6808,Positive
The words of a president matter. https://t.co/ABrbg5xTkg,[],6192,7,0.0258,Neutral
"Let me be very clear: If you make under $400,000 you won’t pay a penny more in taxes under my administration.",[],48185,21,0.3597,Positive
"The words of a president matter. And when a president doesn't wear a mask or makes fun of folks who do, it has consequences.",[],17418,24,0.5267,Positive
"Over 215,000 Americans have died from COVID-19, and what is President Trump doing?

Nothing.",[],5854,14,-0.5574,Negative
"We're eight months into this pandemic, and Donald Trump still doesn't have a plan to get this virus under control.

I do.",[],10245,22,0.0,Neutral
"I’m about to step on stage for tonight’s town hall in Philadelphia, Pennsylvania. Tune in to @ABC to watch live.",[],9149,20,0.0,Neutral
"This is not a moment — it's a movement.

Rise up and be a part of it with the original cast of Hamilton.

Chip in t… https://t.co/tVChJhPL2p",[],3412,27,0.3182,Positive
"Well, folks, @KamalaHarris and I watched some of President Trump’s remarks from the campaign trail — and it went ju… https://t.co/GUpldsPRTS",[],18217,21,0.2732,Positive
"Our campaign’s contact tracing remains ongoing, and my team will continue to share any significant developments wit… https://t.co/FSDfUEknvU",[],2611,18,0.4588,Positive
"Not only was the individual 50+ feet away and wearing a mask, but I was wearing an N-95 mask. No members of my staf… https://t.co/h3XGxKaz2H",[],2293,25,-0.4215,Negative
"During our contact tracing, we discovered around noon today that a member of the company that charters my airplane… https://t.co/9POncpQDSr",[],6866,20,0.0,Neutral
Donald Trump is rushing through Justice Ginsburg's replacement because he's laser-focused on destroying the Afforda… https://t.co/BJngxrJa9p,[],3333,16,-0.0516,Negative
President Obama and I left Donald Trump a booming economy — and he caused a recession. He squandered it just like h… https://t.co/tUhP63W2e8,[],48539,23,-0.0772,Negative
Nevada — today is the last day to register to vote online to automatically receive a ballot in the mail. Head to… https://t.co/olNDVH4jG0,[],2238,23,0.0,Neutral
"Donald Trump can lie about the economy all he wants, but the truth is he’s the worst jobs president since 1929. https://t.co/lShe254BEG",[],30871,22,-0.5719,Negative
This #SpiritDay — and every day — we must stand up to hate and intolerance. It’s up to all of us to ensure every yo… https://t.co/w4upt7Q40N,['SpiritDay'],6589,26,-0.2732,Negative
Arizona — ¡la fecha límite para registrarte para votar en Arizona ha sido extendida! Visita https://t.co/nApec6sbPe… https://t.co/ccHPm6gN76,[],1767,17,0.4003,Positive
Arizona — your voter registration deadline has been extended! Head to https://t.co/2fKBLS6oXu to get registered onl… https://t.co/Y4atwUGJpL,[],3568,17,0.0,Neutral
"RT @KamalaHarris: I will be transparent with you about any test results that I do receive. In the meantime, remember: wear a mask, practice…",[],6759,24,0.0,Neutral
"RT @KamalaHarris: Both the crew member and the staff member were wearing N95 masks at all points they were near me, and our doctors believe…",[],4163,25,0.0,Neutral
"RT @KamalaHarris: Late last night, I learned a non-staff flight crew member &amp; a member of my team tested positive for COVID. I wasn’t in cl…",[],11629,26,0.5574,Positive
North Carolina –– early voting begins today across the state. Head to https://t.co/3bJfY7O8Ap for all the info you… https://t.co/HLW5lquT37,[],4383,19,0.0,Neutral
The fact that Senate Republicans haven’t bothered to pass a COVID relief package but are rushing through President… https://t.co/9YLU18BBeT,[],48775,19,0.1027,Positive
I heard it's #NationalDessertDay https://t.co/RtBhurORwR,['NationalDessertDay'],19000,5,0.0,Neutral
Nature knows. https://t.co/JNSOxAUDLu,[],4598,3,0.0,Neutral
"Folks, we can’t let up. We’re just a few hours away from our last public fundraising deadline before Election Day,… https://t.co/onlr4bpJdZ",[],2470,21,0.0,Neutral
"To every person who chipped in a few dollars last month — thank you. Because of your support, we raised an astoundi… https://t.co/jwLLHujnJa",[],8486,23,0.6369,Positive
"Vote for America.

https://t.co/eoxT07uII9 https://t.co/sBd51fgmln",[],65999,5,0.0,Neutral
"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring… https://t.co/UD1reONgXt",[],17949,19,0.7269,Positive
"There's only one way to end this horror: Vote.

https://t.co/eoxT07uII9 https://t.co/3RTLmdyzMa",[],13546,11,-0.657,Negative
Rhode Island and Tennessee — early voting has officially started. Join millions of people across the country and vo… https://t.co/BGzvhDWwNG,[],2882,20,0.296,Positive
Don't throw away your shot to spend Friday night with the original cast of Hamilton. Chip in today to reserve your… https://t.co/4qwgLwe1m2,[],3209,22,0.3182,Positive
"Today would have been George Floyd’s 47th birthday, and he should be alive to celebrate it.

I made a promise to hi… https://t.co/X46apsjz5p",[],28048,23,0.8225,Positive
"Tonight, our campaign will close our books and send in the names of our grassroots supporters for the final time.… https://t.co/7dCC9kXHeF",[],2251,21,0.4404,Positive
Virginia — your voter registration deadline has been extended! Head to https://t.co/fnQjqg1By6 to get registered on… https://t.co/11Gizy4AEl,[],5155,17,0.0,Neutral
"Donald Trump wants to destroy Obamacare.

I want to protect and build on it.

It’s that simple, folks.",[],23053,18,-0.1531,Negative
"If President Trump is successful in forcing through his nominee to the U.S. Supreme Court, it will likely repeal th… https://t.co/z57hZet67D",[],6139,21,0.8126,Positive
Kansas –– you can advance vote in many counties starting today. Head to https://t.co/UXWStEl2zn to find all the inf… https://t.co/QWAbZCiFER,[],3165,20,0.0,Neutral
Wisconsin — today is your last day to register to vote online or by mail. Apply online by 11:59 PM or make sure you… https://t.co/PZ1K032UDQ,[],4985,25,0.3182,Positive
20 days.,[],26671,2,0.0,Neutral
"Thank you, Florida! https://t.co/liQYRmvY7J",[],17663,4,0.4199,Positive
I’ll be a president for all Americans. Not just the ones who vote for me.,[],40116,15,0.0,Neutral
"Folks, it’s hard to believe, but tomorrow night marks our final public fundraising deadline of the campaign.

Can y… https://t.co/fBFPNaQrHB",[],2774,20,-0.0516,Negative
Here's something that will be very different if I'm president: I'll actually listen to Dr. Fauci's advice and exper… https://t.co/usrU6r6yS1,[],16272,20,0.0,Neutral
"We all know President Trump has a tendency to stray from the truth, so let's set the record straight. https://t.co/hMtEkvECQR",[],11864,20,0.4939,Positive
"The election is already underway.

Millions of Americans are voting. 

And they deserve to have their voices heard… https://t.co/wDxFAA7TaZ",[],14179,19,0.0,Neutral
"With just three weeks until Election Day, I’m in Miramar, Florida, to encourage folks to make their plan to vote. T… https://t.co/udUIwjBj7F",[],2077,22,0.5106,Positive
"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential lead… https://t.co/qgIVxc13Yf",[],24913,18,-0.4019,Negative
"I’m in Pembroke Pines, Florida, to discuss my plans to protect and strengthen Social Security and ensure every Amer… https://t.co/vmhHUFcGMP",[],2944,20,0.836,Positive
"Folks, we have arrived at the final frontier of this election — and your support is more important than ever. Chip… https://t.co/8LLNfUJczU",[],2561,22,0.5849,Positive
Kentucky — in-person early voting begins today across the state. Head to https://t.co/JRj2A8zKYo and make your plan to vote.,[],3765,19,0.0,Neutral
"If you live in:

Kansas
Louisiana
Maryland
Minnesota
New Jersey
Oregon
Virginia
Washington D.C.
West Virginia

Toda… https://t.co/zh9BUNNHOQ",[],9056,18,0.0,Neutral
"Texas — early voting begins today across the state.

Your voice can change the course of history — use it.

Head to… https://t.co/076ygH3oNz",[],10525,23,0.0,Neutral
"@KamalaHarris @DouglasEmhoff Happy Birthday, @DouglasEmhoff!",[],943,5,0.6114,Positive
"Donald Trump has been trying to throw out Obamacare for years.

And now he sees an opportunity to finally get it do… https://t.co/JQjceVxfUk",[],13153,23,0.4215,Positive
"RT @TheDemocrats: There’s a lot at stake in this election, and it’s critical you vote.

Hear from voting enthusiast President @BarackObama…",[],2183,21,0.0516,Positive
"Three weeks from today, we’re going to make Donald Trump a one-term president.",[],81184,13,0.0,Neutral
"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart.",[],22109,24,0.7783,Positive
We need a president who will unite our country and bring out our best — not one who stokes division and brings out our worst.,[],24359,25,0.0258,Neutral
"Folks, we're just a few days away from our final public fundraising deadline, and we need your help to hit our goal… https://t.co/NA1IufSq45",[],2405,23,0.4019,Positive
"On National Farmers Day, we honor the hardworking men and women who drive our economy, fuel our rural communities,… https://t.co/AhdHO9ka5n",[],5216,20,0.4939,Positive
"Today marks 22 years since Matthew Shepard passed away after a brutal anti-gay hate crime. Over two decades later,… https://t.co/ZcUEuSe7Vv",[],25370,20,-0.9062,Negative
There's no question: we are neck and neck in Ohio — and with early voting underway and only 22 days until Election… https://t.co/fvt69wjGb6,[],3132,23,-0.296,Negative
"Donald Trump is running TV ads taking Dr. Fauci out of context and without his permission.

So, here’s a message fr… https://t.co/Fo4Xz3ngJI",[],63056,22,0.0,Neutral
"RT @staceyabrams: GEORGIA VOTERS: Today, 10/12, is the first day to vote early in person! Go to https://t.co/XYLW8Buumc to find a location…",[],1751,22,0.0,Neutral
"The longer Donald Trump is president, the more reckless he gets.",[],40846,11,-0.4576,Negative
I know Americans aren’t looking for a handout. They just want a fair chance to get ahead — and I’ll work every day… https://t.co/Zj2d80Jj6R,[],17133,24,0.5574,Positive
"I'm in Toledo, Ohio, to discuss my plans to build the economy back better for working families. Tune in. https://t.co/MXlsFdS3Xt",[],3291,20,0.4404,Positive
RT @SnoopDogg: Listen up. It's time to vote! Go to https://t.co/0yzHjJV1f8 to find out how you can drop your ballot in the dropbox like it'…,[],7591,25,0.1759,Positive
"Georgia — you don’t have to wait until November 3rd to cast your ballot. Early voting begins today.

Head to… https://t.co/QMeO1NxCFc",[],5544,21,0.0,Neutral
RT @DrBiden: How it started:            How it's going: https://t.co/8IiIHfXCn0,[],28000,9,0.0,Neutral
"On this Indigenous People’s Day, we must both recognize the past that has brought us here, and commit to one anothe… https://t.co/lIzA886ayC",[],7814,22,0.296,Positive
"Health care is deeply personal to me. And I guarantee you that if I'm elected president, I will protect your family… https://t.co/N5NMd1jInx",[],15321,22,0.7783,Positive
"From Seneca Falls to Selma to Stonewall, we’re at our best when the promise of America is available to all.",[],12456,20,0.7579,Positive
"Brayden — you have heart, courage, and maturity beyond your years. You have unlimited potential — and I can't wait… https://t.co/AR4jX30Twy",[],24547,21,0.8126,Positive
"This election, you have the power to choose:

Hope over fear.
Truth over lies.
Unity over division.

Vote. https://t.co/eoxT07uII9",[],11124,19,-0.2023,Negative
"I helped pull this country out of a recession before — and, as president, I’ll do it again.",[],49821,18,-0.4215,Negative
"In January, I said President Trump was the worst possible leader to deal with a public health crisis. And everythin… https://t.co/ssrM90sOze",[],11368,21,-0.8481,Negative
"When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and sai… https://t.co/OnpTYrp9cx",[],26667,21,0.0,Neutral
"Today we join Polish-Americans in celebrating General Pulaski, whose heroism built the American cavalry and saved t… https://t.co/A7UJBNMSIh",[],6440,18,0.91,Positive
"Today, let's all celebrate the one billion girls and young women around the world — and recommit to fight for their… https://t.co/QMGA2cR1Lr",[],13563,22,0.2732,Positive
I want every member of the LGBTQ+ community to know you are loved and accepted just as you are — whether you've com… https://t.co/M0UaQxT1Ku,[],56230,24,0.743,Positive
There is no excuse for President Trump’s reckless behavior. https://t.co/ooUh6pxRDt,[],24999,10,-0.4445,Negative
"One in five small businesses have closed.
More than 25 million Americans are on unemployment.
Millions are at risk… https://t.co/kt3Fj7WK1W",[],17710,20,-0.4404,Negative
"America has to be about the possibilities of prosperity. 

Not just for the privileged few. But for the many — for all of us.",[],11970,24,0.2382,Positive
"The fact is this pandemic has exposed the cracks in our already broken mental health care system.

We can and must… https://t.co/tGuJojkOCM",[],10808,22,-0.0516,Negative
"I’m in Erie, Pennsylvania, to discuss my plans to build back better. Tune in. https://t.co/8NqGra1egn",[],3363,15,0.4404,Positive
"We're eight months into this crisis, and this president still has no plan to rebuild our economy.

I do. I'll get A… https://t.co/JEJztTk4OB",[],6408,23,-0.795,Negative
"Let’s go vote, America.

https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",[],27856,6,0.0,Neutral
We need a president who understands hardworking Americans — not one who looks down on them.,[],33073,16,0.0,Neutral
"What does building back better mean for you?

- Millions of new, good-paying jobs
- A $15 federal minimum wage
- St… https://t.co/c7a7JXHSnQ",[],10620,23,0.4404,Positive
"RT @HillaryClinton: It’s going great. 

If everyone joins me in giving at https://t.co/mxkpLIOEux every time they say “lock her up” or “cro…",[],19178,22,0.7579,Positive
"If you're sick, struggling, or worried about how you're going to get through the day — know you are not alone.

We'… https://t.co/7g2rajgI9W",[],7891,23,-0.7622,Negative
To all my fellow Delawareans — today is your last day to register to vote. Head to https://t.co/CMstw01RMW to get registered today.,[],4050,22,0.0,Neutral
"RT @KamalaHarris: As a proud graduate of Howard University, I’m always excited to hear from HBCU students. We are family—no matter which sc…",[],8701,23,0.6808,Positive
"Over 213,000 Americans have died from this virus — and the hard truth is it didn’t have to happen this way. https://t.co/27TL7PAhCi",[],8862,22,-0.4019,Negative
"You and I can change the course of history.

Vote: https://t.co/eoxT07uII9 https://t.co/r1GFkkUkyt",[],8248,12,0.0,Neutral
"40,000 people a day are coming down with the coronavirus. What is the matter with this guy? https://t.co/N71KynIX2k",[],42807,18,0.0258,Neutral
John — and farmers across the country — can’t afford four more years of a climate change denier in the White House. https://t.co/Nnv3XPdDlx,[],9587,23,-0.3612,Negative
