Tweets,Hashtags,Retweets,word_count,Compound Score,Sentiment
Congressman @BryanSteil is doing a great job for the people of Wisconsin! He fights hard for Wisconsin’s Incredible… https://t.co/FgsSacZxKt,[],5756,19,0.3164,Positive
"Congressman Darin LaHood (@ElectLaHood) is a fighter for Illinois! A strong supporter of our #MAGA agenda, he is he… https://t.co/bdPKbT2sNS",['MAGA'],5878,20,0.7424,Positive
Congressman Ken Buck (@BuckForColorado) is a champion for the incredible People of Colorado! He is Strong on Law &amp;… https://t.co/XwC2gbbdJD,[],9765,20,0.8172,Positive
"Senator @CindyHydeSmith delivers for Mississippi! She helped us Cut your Taxes, Secure our Border, and Defend the S… https://t.co/guT4ozru3e",[],12258,19,0.1511,Positive
https://t.co/BvAeiZryqU,[],10223,1,0.0,Neutral
https://t.co/GCqnxrGxlh,[],10383,1,0.0,Neutral
https://t.co/whEB2U37MI,[],14578,1,0.0,Neutral
Kayleigh McEnany presenting Lesley Stahl (@60Minutes) with some of the many things we’ve done for Healthcare. Lesle… https://t.co/2aUpPjY6NF,[],24272,18,0.0,Neutral
https://t.co/MO0tx94Ykn,[],67156,1,0.0,Neutral
Your 401k’s will crash with Biden. Massive Biden Tax and Regulation increases will destroy all that you have built!… https://t.co/9793Ja7HPD,[],39828,20,-0.7574,Negative
"Remember, BIDEN is going to raise your taxes at a level never seen before. This will not only be very costly for yo… https://t.co/2BDdWoV2fu",[],55077,24,-0.1761,Negative
Great interview Eric! https://t.co/MRxG49YT8Q,[],18267,4,0.6588,Positive
RT @JennPellegrino: Can’t wait to watch!,[],6445,6,0.0,Neutral
RT @JennPellegrino: Trump on Biden’s press lids: “They put a lid... a lid like a garbage can”,[],7725,17,0.3612,Positive
RT @OANN: A career politician and the President of the United States will go head to head for round two in the fight for the Oval Office.…,[],6477,27,0.0516,Positive
RT @jennfranconews: NEW: Senate Majority Leader Mitch McConnell says the Senate will vote to confirm judge Amy Coney Barrett to the SCOTUS…,[],7930,22,0.0,Neutral
"RT @alexsalvinews: NEW: The Senate will vote to confirm Amy Coney Barrett Monday, October 26.",[],7227,15,0.0,Neutral
Happening all over USA. No wonder California is never in play for Republicans. Rigged Election! https://t.co/aBFIEYy0Kn,[],25662,16,-0.7208,Negative
"Vote Trump to save your Second Amendment, Virginia! https://t.co/IQkCo67DXH",[],20475,9,0.5411,Positive
WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China https://t.co/pF2M9i9OSu via… https://t.co/7QWFdxHXZA,[],20129,16,0.0,Neutral
Biden Sought ‘Grand Bargain’ to Reduce Deficit Through Cuts to Social Security https://t.co/lpy2GGf8Sv via… https://t.co/qdnW4osP26,[],17266,15,-0.3612,Negative
https://t.co/UBqPJTpGH1,[],43577,1,0.0,Neutral
"THANK YOU PENNSYLVANIA!
https://t.co/OirJvLcxBu",[],23386,4,0.5461,Positive
...Everyone should compare this terrible Electoral Intrusion with the recent interviews of Sleepy Joe Biden!,[],27849,15,-0.6016,Negative
"I am pleased to inform you that, for the sake of accuracy in reporting, I am considering posting my interview with… https://t.co/Q43G0RWzGY",[],71428,22,0.4404,Positive
Lesley Stahl of 60 Minutes not wearing a mask in the White House after her interview with me. Much more to come. https://t.co/0plZG6a4fH,[],56411,23,0.0,Neutral
WISCONSIN! Early voting is now underway—let’s #MAGA! https://t.co/gsFSghkmdM,['MAGA'],16303,8,0.0,Neutral
https://t.co/gsFSghkmdM,[],14697,1,0.0,Neutral
"“Stock Markets will hit new highs if President Trump wins.  Tremendous growth like never before. If Biden wins, it’… https://t.co/lYGUJxpW2Y",[],26763,20,0.9197,Positive
"To the great people of New York, California, and Illinois, your states are way too highly taxed, big crime, people… https://t.co/fEoTDKYY9g",[],62337,21,0.0865,Positive
Will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,[],15326,9,0.5411,Positive
"THANK YOU TUCSON, ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN!! https://t.co/GYB2zG0f4H",[],41881,14,0.8733,Positive
Heading for Tucson. See you in a little while. Winning Arizona!,[],22104,11,0.5289,Positive
RT @TheRightMelissa: @realDonaldTrump The nerve of Gov. Cuomo trying to capitalize on Covid after he killed 1000’s in the nursing homes?? N…,[],14512,22,-0.7059,Negative
"RT @laurenboebert: Stop Democrats from stealing our votes for President and putting Colorado's water at risk.

We’re fifteen days out from…",[],11057,21,-0.7906,Negative
"THANK YOU ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/gsFSgh2KPc https://t.co/2yEtEevzh0",[],23218,14,0.8641,Positive
"Just arriving in Prescott, what a crowd! I love Arizona!! https://t.co/qssvOznppz",[],45820,11,0.7249,Positive
RT @TheRightMelissa: @realDonaldTrump @60Minutes Fauci’s pitch is metaphor for how wrong he has been. &amp; the bigger metaphor is how loudly t…,[],10490,22,-0.4767,Negative
A perfect strike for the American people! https://t.co/LqqvhWpqis,[],29417,8,0.5411,Positive
RT @DanScavino: President Trump🛫ARIZONA! https://t.co/90cjmkw7oI,[],8187,5,0.0,Neutral
RT @DanScavino: https://t.co/CWDZc7iqsF,[],15295,3,0.0,Neutral
"....Washington wants nothing to do with him, and that’s so bad for New York, which has become a ghost town. Andrew… https://t.co/ybTqzSYULd",[],14289,22,-0.7777,Negative
Governor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and pro… https://t.co/INpHDAc5E7,[],29771,21,-0.7841,Negative
"...P.S. Tony should stop wearing the Washington Nationals’ Mask for two reasons. Number one, it is not up to the hi… https://t.co/wKJf9NuCj4",[],17803,22,-0.2263,Negative
"Dr.Tony Fauci says we don’t allow him to do television, and yet I saw him last night on @60Minutes, and he seems to… https://t.co/jOMvtdsuvZ",[],31392,24,0.2263,Positive
"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror vict… https://t.co/FmHVeCkw7F",[],63561,21,0.884,Positive
Heading for Arizona. See you soon!,[],21532,6,0.0,Neutral
"....There has never been more enthusiasm or spirit, by everyone. Great fun, and so good for our Country. Already wi… https://t.co/hqY6e28yKM",[],12784,21,0.873,Positive
@maggieNYT  There has never been a time in either of my two Campaigns when I felt we had a stronger chance of winni… https://t.co/7ipI81tyJv,[],12347,24,0.5574,Positive
"WOW! Thank you ARIZONA! Departing Nevada now, and will see you all soon. Together, we are going to MAKE AMERICA GRE… https://t.co/5ukYwv2Fpo",[],25460,22,0.8233,Positive
"FLORIDA—Early voting is underway! For more information, go to https://t.co/gsFSgh2KPc, and let’s MAKE AMERICA GREAT AGAIN!",[],11088,16,0.7519,Positive
"PENNSYLVANIA! Today is the last day to register to VOTE! #MAGA 
https://t.co/gsFSgh2KPc",['MAGA'],11076,12,0.0,Neutral
RT @alaynatreene: POTUS: “We're going to win. I wouldn't have told you that maybe two or three weeks ago”,[],7540,19,0.5859,Positive
https://t.co/7KiL8PyWqG,[],13767,1,0.0,Neutral
Sen. Ron Johnson Calls For FBI To Address Reported Biden Ukraine Meeting https://t.co/UGVw1gEW7T via @BreitbartNews,[],29359,15,0.0,Neutral
Watch the @marklevinshow on @FoxNews at 10:00 P.M. He will importantly be talking about the corruption of Joe Biden… https://t.co/kefglLYahf,[],23420,20,0.3182,Positive
https://t.co/ResTvtIIr5,[],24961,1,0.0,Neutral
THANK YOU NEVADA! https://t.co/WCfXKZ1Vpu,[],21082,4,0.5461,Positive
https://t.co/swBqIhNVc9,[],22118,1,0.0,Neutral
https://t.co/Oay4jTvbUL,[],23834,1,0.0,Neutral
https://t.co/mgmCZj5jgh,[],33088,1,0.0,Neutral
https://t.co/yEbGpzVWhH,[],19344,1,0.0,Neutral
"Big show tonight on @FoxNews! @MarkLevinShow will be exposing Joe Biden’s Corruption at 8:00pmE — and of course, do… https://t.co/NqMosZoo9r",[],23659,20,-0.3382,Negative
https://t.co/BK010CENQO,[],14841,1,0.0,Neutral
https://t.co/vOw2bXAtBT,[],12447,1,0.0,Neutral
"THANK YOU Newport Beach, California! Now on my way to Carson City, Nevada. Another big crowd, see you soon! #MAGA https://t.co/QV8V9SdzJI",['MAGA'],38453,21,0.5882,Positive
Corrupt politician Joe Biden makes Crooked Hillary look like an amateur!,[],63046,11,0.4199,Positive
"Not my Wall, which will soon be finished (and Mexico will pay for the Wall!). Totally unrelated, but I think Steve… https://t.co/YALrFLWh3M",[],16038,22,-0.126,Negative
"Very proud of the @nypost, my former “hometown newspaper”. They have said and shown what everyone knows about Sleep… https://t.co/9eM5rlnrcB",[],44972,20,0.5256,Positive
"Joe Biden is a corrupt politician, and everybody knows it. Now you have the proof, perhaps like never was had befor… https://t.co/xz0a8Thrn2",[],64914,22,0.3612,Positive
"Hunter Biden’s laptop is a disaster for the entire Biden family, but especially for his father, Joe. It is now a pr… https://t.co/wJUZhAx2re",[],81736,23,-0.3716,Negative
"The United States shows more CASES than other countries, which the Lamestream Fake News Media pounces on daily, bec… https://t.co/MxpKcRsHrI",[],38151,20,-0.0772,Negative
"RT @wdunlap: @JoeBiden Failed ObamaCare cost the average American family $5,000 more per year -over doubling our healthcare insurance costs…",[],13901,20,-0.5106,Negative
"RT @TeamTrump: President @realDonaldTrump rips Joe Biden for calling police officers ""the enemy"" https://t.co/zNp4CkrINq",[],12093,14,-0.5423,Negative
"RT @dougmillsnyt: .@realDonaldTrump addresses a campaign rally at the Southern Wisconsin Regional Airport in Janesville, WI. https://t.co/G…",[],5458,17,0.0,Neutral
RT @AdamLaxalt: Unclean voter rolls + significantly relaxed signature requirements + very lax ballot harvesting rules = a “Wild Wild West”…,[],18310,21,0.4939,Positive
"John, thank you. Such a great honor! https://t.co/2NBZXFIoql",[],44629,8,0.8777,Positive
"RT @ChadPergram: McConnell says Senate coronavirus bill includes
•More federally-expanded unemployment benefits for laid-off Americans
•An…",[],7910,16,-0.0772,Negative
RT @wjz: Senate Majority Leader Mitch McConnell announced that the Senate will vote Wednesday on the coronavirus relief proposal crafted by…,[],7863,21,0.4767,Positive
RT @DineshDSouza: The “big guy” splitting the loot with bag man Hunter Biden was indeed his father Joe!  https://t.co/sP1egCWF3n,[],19585,19,0.0,Neutral
"RT @RealJohnDennis: Saw @DineshDSouza's Trump Card last night.

It's a MUST see.

Great work Dinesh and @Debber66!

https://t.co/jMzRmNgoMf",[],8673,18,0.6588,Positive
"RT @DineshDSouza: Joe Biden has multiple homes, access to private planes, domestic staff. Now we know how he managed to afford all that aft…",[],36734,24,0.0,Neutral
"RT @DineshDSouza: My new film TRUMP CARD is out October 9. My best one yet! 

On Apple iTunes, Google, Amazon Prime, Dish and other platfor…",[],13077,25,0.7345,Positive
"RT @dbongino: The Democrats, and their media sycophants, absolutely KNOW Biden is an active national security threat to the US. 
They just…",[],23888,22,0.1779,Positive
RT @dbongino: Pollster Who Predicted 2016 Win Predicts Another Trump Victory 👇🏻👇🏻 https://t.co/8J2wW0JLBK,[],10845,13,0.5859,Positive
"RT @DanScavino: Flying high above President Trump’s #MAGA🇺🇸🦅rally in Janesville, Wisconsin tonight! #ThinBlueLine #CopsForTrump #LESM https…","['MAGA', 'ThinBlueLine', 'CopsForTrump', 'LESM']",9447,16,0.0,Neutral
"RT @DanScavino: POTUS still going in Janesville, Wisconsin!! #MAGA🇺🇸🦅
🌐https://t.co/zqgeZML9Hf https://t.co/67GaSBbIRJ",['MAGA'],13631,11,0.0,Neutral
“Bins full of ballots in a dumpster” https://t.co/SjWMgFuVhw,[],29644,8,0.0,Neutral
https://t.co/Px27AQrizY,[],22997,1,0.0,Neutral
https://t.co/Hwe89Hl6Wu,[],9212,1,0.0,Neutral
https://t.co/XyyGEL5MnG,[],9680,1,0.0,Neutral
...while sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician — and t… https://t.co/pxA30rpO5p,[],29272,20,-0.34,Negative
Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic… https://t.co/Hs3yZzKIca,[],51947,19,0.0,Neutral
"This election is a choice between a TRUMP RECOVERY and a BIDEN DEPRESSION. If you vote for me, prosperity will surg… https://t.co/3r9tJN1XyM",[],25549,22,-0.6633,Negative
"If you support our Police, if you stand with the HEROES of Law Enforcement, then you must defeat Joe Biden on Novem… https://t.co/73dknafVjF",[],14586,23,0.5766,Positive
The Democrat Party you once knew — no longer exists! https://t.co/0Gou1Z49OQ,[],20566,11,0.2003,Positive
"17 days from now, we are going to win the Great State of WISCONSIN, and we are going to win 4 more years in the Whi… https://t.co/aTPymbyv4o",[],15261,27,0.9136,Positive
THANK YOU WISCONSIN! https://t.co/qpU4baSJRO,[],15549,4,0.5461,Positive
Getting ready to land in Wisconsin. See you soon!,[],18911,9,0.4199,Positive
"Final RCP Polling Averages Had Hillary Clinton Winning MI, WI, and PA https://t.co/xFQ8beqhDe via @BreitbartNews Th… https://t.co/BmQN2kbQXu",[],13344,17,0.5267,Positive
"THANK YOU MICHIGAN! 
https://t.co/gsFSgh2KPc https://t.co/P2shx6YQBq",[],14919,5,0.5461,Positive
https://t.co/2eSWa4IzOe,[],10652,1,0.0,Neutral
https://t.co/iyGkxZYGV2,[],8456,1,0.0,Neutral
https://t.co/mRF1BvoArw,[],8206,1,0.0,Neutral
https://t.co/Y3LLPPg3eG,[],8025,1,0.0,Neutral
Joe Biden-Linked Firm Made Major Investments in Chinese Corporations https://t.co/oeDz9G2BB4 via @BreitbartNews,[],20034,12,0.0,Neutral
"It was GREAT to be back in MICHIGAN with thousands of loyal, hardworking American Patriots — 17 days from now, we a… https://t.co/Ceur2BlQJ0",[],14596,23,0.8374,Positive
"Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA",['MAGA'],20890,14,0.4199,Positive
"RT @chefjclark: 🚨 🚨 HUGE WIN for voting rights in MICHIGAN for President @realDonaldTrump, the GOP &amp; all Americans.

Ballot harvesting is I…",[],17711,23,0.8208,Positive
GEORGIA! Early voting is underway. Get out and VOTE to MAKE AMERICA GREAT AGAIN! https://t.co/IMvVBDWZ4o,[],20247,15,0.7519,Positive
Early voting in Nevada is underway! Go to https://t.co/gsFSgh2KPc to get everything you need to cast your VOTE and… https://t.co/4lWYR4pL81,[],11216,20,0.0,Neutral
"RT @FoxNews: One person on an email thread allegedly involving Hunter Biden corroborates the veracity of the messages, which appear to outl…",[],29620,22,0.0,Neutral
Sean is a great warrior. His opponent is a Pelosi puppet. Vote for Sean Parnell ASAP. Thanks! https://t.co/VT3IWZ4nbF,[],18665,18,0.807,Positive
RT @DonaldJTrumpJr: The same media that set their hair on fire every time a bogus Russia story came out is now ignoring evidence that the B…,[],38984,26,-0.6249,Negative
RT @ArthurSchwartz: Joe is losing his cool. Sounds like the NY Post is right over the target.,[],11452,17,0.296,Positive
100% True! https://t.co/QWvpzSopkl,[],19481,3,0.4753,Positive
Great! https://t.co/uROw5ntYPe,[],12170,2,0.6588,Positive
Biden is a National Security threat! https://t.co/vQIY8y5zbf,[],48024,7,-0.3164,Negative
RT @PamBondi: Firefighters and Law Enforcement for Trump! 🇺🇸💙🇺🇸💙⁦@TeamTrump⁩ ⁦@realDonaldTrump⁩ ⁦@WomenforTrump⁩ ⁦@DanScavino⁩ https://t.co…,[],31201,13,0.0,Neutral
"She’s always been terrible &amp; unfair, just like most of the Fake News reporters, but I’ll still play the game. The p… https://t.co/OC0u1vZStJ",[],14003,23,-0.1108,Negative
RT @ChuckRossDC: NEW: Ron Johnson letter to Chris Wray about the Biden laptop https://t.co/OH9Imo8imO,[],11500,14,0.0,Neutral
"RT @EricTrump: The salary of a U.S. Senator is $174,000 per year. This is Joe Biden’s house.... seems legit 🙄 https://t.co/DtD0DzXlrY",[],43599,21,0.0,Neutral
"RT @TheRightMelissa: White Liberals on twitter:  #RacistTrump

#BlacksForTrump: nope https://t.co/UgZcvd9rvP","['RacistTrump', 'BlacksForTrump']",19213,10,0.0,Neutral
SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRY’S HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?,[],45774,19,0.0,Neutral
"RT @TheRightMelissa: @realDonaldTrump Please also make sure you have all the information you need to vote. Share this with friends, family…",[],6233,21,0.836,Positive
RT @TheRightMelissa: @realDonaldTrump We are in the home stretch. Biden is getting Billions$ from Soros &amp; others. President Trump relies on…,[],9268,21,0.0,Neutral
GIANT RED WAVE COMING!,[],74165,4,0.0,Neutral
"....practically nothing. Both Senators became totally unelectable, couldn’t come even close to winning their primar… https://t.co/Pe2cLujUci",[],9292,16,0.5267,Positive
Senator Little Ben Sasse of the Great State of Nebraska seems to be heading down the same inglorious path as former… https://t.co/Uy1SHbE2Iw,[],14841,22,0.6249,Positive
...Nomination to run for a second term. Then he went back to his rather stupid and obnoxious ways. Must feel he can… https://t.co/SAdcu1CoUJ,[],13312,23,-0.7506,Negative
"The least effective of our 53 Republican Senators, and a person who truly doesn’t have what it takes to be great, i… https://t.co/iAbs8r7aEE",[],18412,23,0.6647,Positive
Trump in Georgia: ‘Nobody Has Done More for the Black Community‘ https://t.co/CPH68LRFcg via @BreitbartNews,[],13648,14,0.0,Neutral
RT @RepMattGaetz: Democrats and the media told us over and over again the Bidens were being falsely accused of improper behavior with Buris…,[],31295,23,-0.296,Negative
https://t.co/DZpnte42vi,[],15727,1,0.0,Neutral
https://t.co/2mkecBJH46,[],10823,1,0.0,Neutral
https://t.co/t7MUFQi3G2,[],11646,1,0.0,Neutral
"RT @DanScavino: 🚨HAPPENING NOW‼️
10/16/20–Macon, GA! MAGA🇺🇸🦅
🌐https://t.co/zqgeZML9Hf https://t.co/pY20ZQ6sUz",[],13130,9,0.0,Neutral
"THANK YOU MACON, GEORGIA!
https://t.co/jjnVrVgQWY",[],19892,5,0.5461,Positive
"Getting ready to land in Macon, Georgia. Another giant crowd. See you soon!",[],25299,13,0.4199,Positive
https://t.co/SpBa6xZorz,[],13396,1,0.0,Neutral
https://t.co/74sqFSP4o3,[],11865,1,0.0,Neutral
"RT @TeamTrump: President @realDonaldTrump: Early voting in #Florida starts on MONDAY, and we are going to have a Red Wave!

VISIT: https://…",['Florida'],8751,22,0.0,Neutral
"THANK YOU OCALA, FLORIDA!
https://t.co/w6KmVYR6kA",[],16494,5,0.5461,Positive
Getting ready to speak in Florida. Enjoy!,[],22142,7,0.7177,Positive
"RT @GOP: The numbers speak for themselves! Pres. Trump has provided health care SAVINGS to our seniors.

AZ—premiums ⬇️22% after ⬆️64% w/ O…",[],13012,23,0.5411,Positive
RT @GOP: “We love our senior citizens…You devoted your life to this country and I am devoting my life to you.”—@realDonaldTrump https://t.c…,[],11324,22,0.875,Positive
"RT @TeamTrump: President @realDonaldTrump to seniors in #Florida: As long as I am President, NO ONE will lay a hand on your Medicare or Soc…",['Florida'],12665,25,0.0688,Positive
RT @WhiteHouse: American seniors will be first in line when a safe and effective Coronavirus vaccine is approved! https://t.co/TN5jehx8Ay,[],7365,19,0.8439,Positive
"RT @WhiteHouse: JUST ANNOUNCED: We have finalized a partnership with @CVSHealth and @Walgreens to deliver the Coronavirus vaccine, when app…",[],11096,20,0.0,Neutral
"RT @WhiteHouse: ""My heart breaks for every grieving family that has lost a precious loved one,"" President @realDonaldTrump said.

""Together…",[],8721,20,0.802,Positive
"RT @WhiteHouse: President @realDonaldTrump is working hard every day to give America's 54 million seniors the care, support, and respect th…",[],6889,21,0.8225,Positive
"RT @WhiteHouse: President @realDonaldTrump is in Fort Myers, Florida, with American seniors! 

""I will protect you, I will defend you, and…",[],8615,21,0.4389,Positive
"Biden made another big mistake. He totally mixed up two Crime Bills. Didn’t have a clue (as usual!). Also, he freel… https://t.co/gTbzJ6yVPL",[],36482,22,-0.7345,Negative
https://t.co/10v8v4mVgO,[],18718,1,0.0,Neutral
"RT @WhiteHouse: Today, President @realDonaldTrump is in Florida to talk with seniors about his plan to keep healthcare affordable, protect…",[],11282,20,0.0,Neutral
"RT @WhiteHouse: The Trump Administration stands with Florida small businesses, who have received $32.2 BILLION in @SBAgov loans to keep the…",[],6704,21,0.0,Neutral
There is a nasty rumor out there that @SenatorCollins of Maine will not be supporting our great United States Supre… https://t.co/Gn2fxyEpr9,[],27638,21,0.2249,Positive
"Big T was not a reference to me, but rather to Big Tech, which should have been properly pointed out in Twitter’s Fake Trending Section!",[],26904,25,-0.6643,Negative
"Steve Scully of @cspan had a very bad week. When his name was announced, I said he would not be appropriate because… https://t.co/qqeXBAIl35",[],22037,23,-0.5849,Negative
Very good reviews on last night’s @NBCNews Town Hall in Miami. Thank you!!!,[],23849,13,0.7628,Positive
"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!",[],52361,14,0.9094,Positive
RT @Brexit: BREAKING: Boris Johnson says the U.K. will now get ready to split from the EU’s single market and customs union without a new t…,[],7133,26,0.3612,Positive
"RT @RandPaul: Biden/Harris will raise your taxes. Fact Check: True.  

VP Biden said so last week when he said he would repeal the Trump ta…",[],13304,25,0.4215,Positive
Biden lied Pennsylvania! https://t.co/zmD8Ew0bmS,[],20650,4,-0.4389,Negative
RT @RandPaul: Somebody is mad that @realDonaldTrump didn’t start any wars and wants to leave the ones we are in. Vote Biden/Harris if you w…,[],17725,25,-0.7906,Negative
RT @RandPaul: Open the schools! I wonder where the “listen to the science” people will go when the science doesn’t support their fearmonger…,[],12679,23,0.4574,Positive
RT @RandPaul: Great meeting young cancer survivor Reed Elliotte yesterday at the #ProAmericaRally in Lexington KY. https://t.co/8PbQihCzP9,['ProAmericaRally'],6864,17,0.296,Positive
RT @sedawymoha: @RandPaul @realDonaldTrump Our Beloved President Donald The Man Of Peace And Prosperity To Great America And The Whole Worl…,[],6361,21,0.8979,Positive
RT @Chicago1Ray: @RandPaul @realDonaldTrump No more blood for oil as long as @realDonaldTrump is President ✔,[],6413,16,-0.296,Negative
Thank you! https://t.co/ceq1n14MYa,[],7687,3,0.4199,Positive
"RT @kealoha20: @RandPaul @realDonaldTrump True Goodness,Righteousness,Selflessness,Love of Country n her People SHINES Forth from Our Presi…",[],5578,16,0.4215,Positive
"RT @GrammaYayam164: @RandPaul @realDonaldTrump Wonderful. Thank you, Senator Paul.",[],2951,9,0.7351,Positive
RT @Dave6971: @LG24321 @RandPaul @realDonaldTrump Oh look the warmongers at the NY Times are coming up with a new excuse on why U.S. Troops…,[],4373,24,-0.5423,Negative
"RT @kevin231: @RandPaul @realDonaldTrump He has my vote, Rand, please move to NY and save us!",[],3571,16,0.6996,Positive
RT @ibezzant: @RandPaul @realDonaldTrump If he's reelected I expect the party and his base to hold him to that promise because that would b…,[],2907,24,0.6124,Positive
"RT @romans_8_1: @RandPaul @miamijj48 @realDonaldTrump In general, the press never brings this up. This is something both sides should be ha…",[],3827,21,0.0,Neutral
RT @beinlibertarian: @RandPaul @realDonaldTrump Thank you @RandPaul and @realDonaldTrump for your efforts in ending this decades long mista…,[],3298,18,0.3612,Positive
"RT @AmericanEsther: @RandPaul @realDonaldTrump Thank the Lord most High!🙏🏻
God bless the peacemakers @realDonaldTrump🙏🏻
God bless our brave…",[],4068,18,0.9324,Positive
RT @cjtruth: @RandPaul @QarriorP @realDonaldTrump Amen!  Not a lot of people understand what @realDonaldTrump has done!  It is truly amazin…,[],5145,20,0.5399,Positive
"RT @RandPaul: In his term, @realDonaldTrump has already brought home thousands of our brave soldiers. He wants the rest home by Christmas a…",[],12234,23,0.5267,Positive
"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",[],13707,14,0.6706,Positive
"RT @RandPaul: #AmyConeyBarrett will make an excellent justice that will serve our country and Constitution well, and I look forward to seei…",['AmyConeyBarrett'],12327,22,0.8481,Positive
"RT @RandPaul: Democrats seem to think all justices are politicians, and so they want a politician that’ll vote for their cases instead of a…",[],7556,24,0.1477,Positive
The process has long begun. Happening fast! https://t.co/nLLq7x0Bim,[],8095,8,0.0,Neutral
Great! https://t.co/1CoWvrMkN2,[],5059,2,0.6588,Positive
RT @ootroy: @TexasGOP @AllenWest  Southern Dallas County Minority engagement at the Polls educating voters on realities of Democratic Party…,[],4465,19,0.4588,Positive
RT @TexasGOP: Report any irregularities to the Republican Party of Texas Voter Helpline: 855-433-1663 #EarlyVoting #VOTE #Election2020 http…,"['EarlyVoting', 'VOTE', 'Election2020']",4861,18,0.4019,Positive
RT @TexasGOP: We will bring forward a number of candidates for you to consider as #EarlyVoting begins: https://t.co/MzHiQdfBAm #VoteEarly #…,"['EarlyVoting', 'VoteEarly']",3509,20,0.0772,Positive
"Sleepy Joe Biden had a very bad showing last night, despite the fact that @GStephanopoulos didn’t ask him any quest… https://t.co/emLBkwLc6r",[],29608,21,-0.5849,Negative
RT @TGowdySC: Thank you to everyone who gave this book a chance. So grateful. This book can really help you win your next conversation. htt…,[],3190,25,0.9374,Positive
"RT @DarrellIssa: KUSI, thank you for having the journalistic integrity to meet me at my office so I could dispel the outrageous conspiracy…",[],4074,23,0.2732,Positive
"Ammar is a puppet for Nancy Pelosi and the Radical Left. He spells higher taxes, weak Military and Vet support, and… https://t.co/9fTwSOZv6m",[],8618,22,-0.0516,Negative
Darrell is great. He has my Complete and Total Endorsement. He will Never let you down. WARRIOR!!!! https://t.co/FB0KIHKssM,[],9072,18,0.8343,Positive
"Jason wrote a new book. It is fantastic. Order it Now, make Jason #1- He deserves it!!! https://t.co/QCVYploON2",[],5582,18,0.6679,Positive
RT @Jim_Jordan: Twitter censors @JudiciaryGOP. But not the Ayatollah or the Chinese Communist Party?,[],32997,14,0.4497,Positive
"RT @DanScavino: President @realDonaldTrump arrives in Greenville, North Carolina! 

“It’s great to be back in NC with thousands of loyal, h…",[],7577,21,0.8172,Positive
RT @DanScavino: https://t.co/AKAn3jXs9R,[],6447,3,0.0,Neutral
Thank you! https://t.co/XIEd0dSEvA,[],11904,3,0.4199,Positive
Twitter Shuts Down Entire Network To Slow Spread Of Negative Biden News https://t.co/JPmjOrKPcr via @TheBabylonBee… https://t.co/w0akLrHOYy,[],37646,16,-0.5719,Negative
"RT @DonaldJTrumpJr: 🚨🚨🚨Hunter Biden Offered $10 Million Annually by Chinese Energy Firm for ‘Introductions Alone,’ Email Shows https://t.co…",[],30087,18,0.2732,Positive
"RT @MariannaNBCNews: Dozens of Trump supporters were loudly chanting a mix of “Four more years,” “Trump” and “USA” throughout the event, gr…",[],20365,22,0.4404,Positive
RT @TheCreation: @MZHemingway @davereaboi Biden is like China stealing intellectual property. He steals every one of Trump's strong talking…,[],6189,19,0.2732,Positive
RT @PatriciaAHenso1: @MZHemingway Comment https://t.co/kkNUwylyxF,[],3706,5,0.0,Neutral
RT @DCfegan: Can someone honestly say they want @JoeBiden to be their president? #JoeBidenUkraineScandal,['JoeBidenUkraineScandal'],14278,14,0.5106,Positive
"RT @RealJamesWoods: Number one!!!!! I can’t call you my “followers,” because you are so much more than that. You are truly my heroes. #Croo…",[],27567,24,0.8257,Positive
"RT @AmericaFirstPAC: 🚨Hunter Biden demanded Chinese billionaire pay $10 million for ‘introductions alone’

#JoeBidenUkraineScandal 

https:…",['JoeBidenUkraineScandal'],9431,15,-0.3182,Negative
RT @jasoninthehouse: Totally agree,[],5372,4,0.4201,Positive
RT @jasoninthehouse: Agreed,[],5922,3,0.2732,Positive
"RT @tedcruz: This is insane. 

#BigTechCensorship",['BigTechCensorship'],24652,6,-0.4019,Negative
RT @hughhewitt: This is a blockbuster story from @nypost.  Watch and see if any cable news channels carry it: https://t.co/gd2baCW51h There…,[],12434,21,0.5994,Positive
"RT @DrewHolden360: 🧵Thread🧵

The bombshell @nypost story about Joe &amp; Hunter Biden has caused some bluechecks to suddenly worry about pushin…",[],6213,21,-0.4404,Negative
RT @jasoninthehouse: Truly stunning.....,[],12834,4,0.6705,Positive
RT @jasoninthehouse: Sickening,[],11014,3,-0.5267,Negative
